,token,tag
25984,جو,O
25985,آن‌ها,O
25986,به,O
25987,وسیله,O
25988,بادهای,O
25989,خورشیدی,O
25990,شود,O
25991,.,O
25992,سرنوشت,O
25993,ستاره,O
25994,به,O
25995,جرم,O
25996,آن,O
25997,بستگی,O
25998,دارد,O
25999,و,O
26000,ستارگانی,O
26001,که,O
26002,جرم,O
26003,آن‌ها,O
26004,بیش,O
26005,از,O
26006,۸,O
26007,برابر,O
26008,جرم,O
26009,خورشید,B-ORG
26010,است,O
26011,به,O
26012,ابرنواختر,O
26013,تبدیل,O
26014,می‌شوند,O
26015,درحالیکه,O
26016,ستارگان,O
26017,کوچک‌تر,O
26018,به,O
26019,سحابی‌های,O
26020,سیاره‌ای,O
26021,و,O
26022,در‌نهایت,O
26023,به,O
26024,کوتوله‌های,O
26025,سفید,O
26026,تبدیل,O
26027,می‌شوند,O
26028,.,O
26029,در,O
26030,این,O
26031,علم,O
26032,نحوه,O
26033,پیدایش,O
26034,و,O
26035,تکامل,O
26036,کهکشان‌ها,O
26037,،,O
26038,ساختار,O
26039,و,O
26040,طبقه‌بندی,O
26041,آنها,O
26042,،,O
26043,کهکشان‌های,O
26044,فعال,O
26045,وگروه‌ها,O
26046,و,O
26047,خوشه‌های,B-ORG
26048,کهکشانی,I-ORG
26049,مورد‌بررسی,O
26050,قرار,O
26051,می‌گیرند,O
26052,.,O
26053,بررسی,O
26054,گروه‌ها,O
26055,و,O
26056,خوشه‌های,B-ORG
26057,کهکشانی,I-ORG
26058,در,O
26059,درک,O
26060,بهتر,O
26061,از,O
26062,ساختار,O
26063,کلی,O
26064,کیهان,O
26065,نقش,O
26066,مهمی,B-DAT
26067,ایفا,O
26068,می‌کند,O
26069,.,O
26070,ستارگان,O
26071,این,O
26072,کهکشان,O
26073,عموما,O
26074,مسن,O
26075,هستند,O
26076,کهکشان,O
26077,بیضوی,O
26078,عموما,O
26079,درمرکز,O
26080,خوشه‌های,B-ORG
26081,کهکشانی,I-ORG
26082,یافت,O
26083,می‌شوند,O
26084,و,O
26085,ممکن,O
26086,است,O
26087,در,O
26088,اثر,O
26089,ترکیب,O
26090,کهکشان,O
26091,بزرگ,O
26092,به‌وجود,O
26093,آیند,O
26094,.,O
26095,ساختار,O
26096,عظیم,O
26097,کیهان,O
26098,بر,O
26099,اساس,O
26100,گروه‌ها,O
26101,و,O
26102,خوشه‌های,B-ORG
26103,کهکشانی,I-ORG
26104,شکل,O
26105,گرفته‌است,O
26106,.,O
26107,در,O
26108,کیهان‌شناسی,O
26109,مدرن,O
26110,نظریه,O
26111,انفجار,O
26112,بزرگ,O
26113,مورد,O
26114,پذیرش,O
26115,قرار‌گرفته,O
26116,و,O
26117,اعلام‌شده,O
26118,که,O
26119,در,O
26120,برهه‌ای,O
26121,از,O
26122,زمان,O
26123,انفجار,O
26124,بزرگ,O
26125,رخ‌داده,O
26126,با,O
26127,انبساط,O
26128,فضا,O
26129,درطول,O
26130,۷/۱۳,O
26131,گیگا,O
26132,سال,B-DAT
26133,جهان,O
26134,به,O
26135,شکل,O
26136,فعلی,O
26137,آن,O
26138,مبدل,O
26139,شده‌است,O
26140,.,O
26141,مفهوم,O
26142,انفجار,O
26143,بزرگ,O
26144,با,O
26145,کشف,O
26146,تشعشعات,O
26147,مایکروویو,O
26148,پس‌زمینه,O
26149,کیهان,O
26150,درسال,B-DAT
26151,۱۹۶۵,I-DAT
26152,مطرح,O
26153,شد,O
26154,.,O
26155,هنگامی,O
26156,که,O
26157,اولین,O
26158,اتم‌های,O
26159,تشکیل‌دهنده,O
26160,فضا,O
26161,شفاف,O
26162,شدند,O
26163,توانستند,O
26164,امواجی,O
26165,را,O
26166,از,O
26167,خود,O
26168,ساطع,O
26169,کنند,O
26170,امواجی,O
26171,که,O
26172,امروزه,O
26173,به,O
26174,صورت,O
26175,تشعشعات,O
26176,مایکروویو,O
26177,پس‌زمینه,O
26178,کیهان,O
26179,مشهور,O
26180,هستند,O
26181,سپس,O
26182,جهان,O
26183,درحال,O
26184,انبساط,O
26185,به,O
26186,علت,O
26187,عدم,O
26188,وجود,O
26189,منابع,O
26190,انرژی,O
26191,کیهانی,O
26192,وارد,O
26193,عصر,B-DAT
26194,تیره,O
26195,و,O
26196,تار,O
26197,خود,O
26198,شد,O
26199,.,O
26200,باگذشت,O
26201,زمان,O
26202,این,O
26203,کهکشان‌ها,O
26204,مواد,O
26205,بیشتری,O
26206,را,O
26207,به,O
26208,درون,O
26209,خود,O
26210,کشیدند,O
26211,و,O
26212,گروه‌ها,O
26213,و,O
26214,خوشه‌های,B-ORG
26215,کهکشانی,I-ORG
26216,و,O
26217,در‌نهایت,O
26218,ابرخوشه,O
26219,‌های,O
26220,عظیم,O
26221,شکل,O
26222,گرفتند,O
26223,.,O
26224,یکی,O
26225,از,O
26226,شاخه‌های,O
26227,اخترشناسی,O
26228,آماتوری,O
26229,،,O
26230,عکس‌برداری,O
26231,کیهانی,O
26232,است,O
26233,که,O
26234,طی,O
26235,آن,O
26236,فرد,O
26237,آماتور,O
26238,از,O
26239,آسمان,O
26240,شب,B-DAT
26241,عکس‌برداری,O
26242,می‌کند,O
26243,.,O
26244,کارل,O
26245,گوته,O
26246,یانسکی,O
26247,یکی,O
26248,از,O
26249,پیشگامان,O
26250,اخترشناسی,O
26251,رادیویی,O
26252,آماتوری,O
26253,است,O
26254,که,O
26255,در,B-DAT
26256,دهه,I-DAT
26257,۱۹۳۰,I-DAT
26258,آسمان,O
26259,را,O
26260,در,O
26261,طول,O
26262,موج‌های,O
26263,رادیویی,O
26264,مشاهده,O
26265,کرد,O
26266,.,O
26267,وجود,O
26268,حیات,O
26269,در,O
26270,سایر,O
26271,نقاط,O
26272,عالم,O
26273,پیامدهای,O
26274,علمی,O
26275,و,O
26276,فلسفی,O
26277,بسیار,O
26278,مهمی,B-DAT
26279,را,O
26280,در,O
26281,پی,O
26282,دارد,O
26283,.,O
26284,این,O
26285,ابزار,O
26286,برای,O
26287,سنجش,O
26288,ارتفاع,O
26289,سمت,O
26290,(,O
26291,ستاره‌شناسی,O
26292,),O
26293,بعد,O
26294,و,O
26295,میل,O
26296,(,O
26297,ستاره‌شناسی,O
26298,),O
26299,خورشید,B-ORG
26300,و,O
26301,ستاره,O
26302,تعیین,O
26303,وقت,O
26304,در,B-DAT
26305,ساعات,I-DAT
26306,روز,I-DAT
26307,و,O
26308,شب,B-DAT
26309,قبله,B-LOC
26310,و,O
26311,زمان,B-DAT
26312,طلوع,I-DAT
26313,و,O
26314,غروب,B-DAT
26315,آفتاب,O
26316,و,O
26317,بسیاری,O
26318,کاربردهای,O
26319,دیگر,O
26320,به‌کار,O
26321,می‌رفته‌است,O
26322,.,O
26323,او,O
26324,برنده,O
26325,جایزه,B-ORG
26326,گرمی,I-ORG
26327,و,O
26328,تنها,O
26329,فردی,O
26330,است,O
26331,که,O
26332,سه,O
26333,بار,O
26334,به,O
26335,عضویت,O
26336,تالار,B-LOC
26337,مشاهیر,I-LOC
26338,راک,I-LOC
26339,اند,I-LOC
26340,رول,I-LOC
26341,درآمده‌است,O
26342,.,O
26343,اریک,O
26344,پاتریک,O
26345,کلپتون,O
26346,در,B-DAT
26347,۳۰,I-DAT
26348,مارس,I-DAT
26349,۱۹۴۵,I-DAT
26350,در,O
26351,ریپلی,O
26352,انگلستان,O
26353,به‌دنیا,O
26354,آمد,O
26355,.,O
26356,او,O
26357,در,B-DAT
26358,سال,I-DAT
26359,۱۹۶۱,I-DAT
26360,وارد,O
26361,کالج,O
26362,هنری,O
26363,کینگستون,O
26364,شد,O
26365,ولی,O
26366,در‌پایان,O
26367,سال,B-DAT
26368,تحصیلی,O
26369,به‌دلیل,O
26370,تمرکز,O
26371,فقط,O
26372,بر‌روی,O
26373,موسیقی,O
26374,و,O
26375,بی‌توجهی,O
26376,به,O
26377,دروس,O
26378,هنر,O
26379,،,O
26380,از,O
26381,کالج,O
26382,اخراج,O
26383,شد,O
26384,.,O
26385,البته,O
26386,همکاری,O
26387,او,O
26388,با,O
26389,این,O
26390,گروه,O
26391,تنها,O
26392,۷,B-DAT
26393,ماه,I-DAT
26394,به‌طول,O
26395,انجامید,O
26396,.,O
26397,موسیقی,O
26398,او,O
26399,در,O
26400,این,O
26401,دو,O
26402,گروه,O
26403,بسیار,O
26404,زیباتر,O
26405,از,O
26406,گروه‌های,O
26407,دیگر,O
26408,دهه,B-DAT
26409,۶۰,I-DAT
26410,مرتبط,O
26411,با,O
26412,اریک,O
26413,بود,O
26414,.,O
26415,با,O
26416,وجود,O
26417,اینکه,O
26418,در,O
26419,آن,O
26420,سال‌ها,O
26421,موسیقی,O
26422,او,O
26423,بازار,O
26424,خوبی,O
26425,نداشت,O
26426,اما,O
26427,نام,O
26428,اریک,B-PER
26429,کلپتون,I-PER
26430,در,O
26431,بین,O
26432,موزیسین‌های,O
26433,دهه,B-DAT
26434,۱۹۶۰,I-DAT
26435,از,O
26436,اعتبار,O
26437,و,O
26438,جایگاه,O
26439,ویژه,O
26440,ای,O
26441,برخوردار,O
26442,بود,O
26443,.,O
26444,اریک,O
26445,تمام,O
26446,سال,B-DAT
26447,۱۹۷۱,I-DAT
26448,را,O
26449,به,O
26450,دلیل,O
26451,اعتیاد,O
26452,شدید,O
26453,در,O
26454,خانه‌اش,O
26455,در,O
26456,ریپلی,O
26457,گذراند,O
26458,.,O
26459,او,O
26460,در,O
26461,سال‌های,O
26462,اولیه,O
26463,دهه,B-DAT
26464,۷۰,I-DAT
26465,ضربات,O
26466,روحی,O
26467,زیادی,O
26468,خورد,O
26469,که,O
26470,از‌جمله,O
26471,آن‌ها,O
26472,می‌توان,O
26473,به,O
26474,مرگ,O
26475,زود‌هنگام,O
26476,و,O
26477,مشکوک,O
26478,به,O
26479,خودکشی,O
26480,جیمی,B-PER
26481,هندریکس,I-PER
26482,در,B-DAT
26483,سپتامبر,I-DAT
26484,۱۹۷۰,I-DAT
26485,،,O
26486,مرگ,O
26487,دوئن,O
26488,آلمن,O
26489,در,B-DAT
26490,اکتبر,I-DAT
26491,۱۹۷۱,I-DAT
26492,که,O
26493,در,O
26494,یک,O
26495,حادثه,O
26496,موتور‌سواری,O
26497,رخداد,O
26498,و,O
26499,مرگ,O
26500,پدربزرگش,O
26501,که,O
26502,برای,O
26503,او,O
26504,بسیار,O
26505,دوست‌داشتنی,O
26506,بود,O
26507,اشاره,O
26508,کرد,O
26509,.,O
26510,از,O
26511,کارهای,O
26512,او,O
26513,در,B-DAT
26514,دهه,I-DAT
26515,۸۰,I-DAT
26516,می‌شود,O
26517,به,O
26518,همکاری,O
26519,او,O
26520,با,O
26521,دو,O
26522,موزیسین,O
26523,بزرگ,O
26524,به,O
26525,نامهای,O
26526,راجر,O
26527,واترز,O
26528,و,O
26529,فیل,B-PER
26530,کالینز,I-PER
26531,اشاره,O
26532,کرد,O
26533,که,O
26534,برای,O
26535,هر,O
26536,سه,O
26537,اینها,O
26538,موفقیت,O
26539,بزرگی,O
26540,محسوب,O
26541,می‌شد,O
26542,.,O
26543,ابتدا,O
26544,مرگ,O
26545,استیوی,B-PER
26546,ری,I-PER
26547,ون,I-PER
26548,و,O
26549,مهم‌تر,O
26550,از,O
26551,آن,O
26552,سقوط,O
26553,پسر,O
26554,پنج,O
26555,ساله‌اش,O
26556,از,O
26557,آسمان,O
26558,خراشی,O
26559,در,O
26560,نیویورک,B-LOC
26561,که,O
26562,برای,O
26563,او,O
26564,ضربه,O
26565,روحی,O
26566,مهلکی,O
26567,بود,O
26568,او,O
26569,آهنگ,O
26570,اشک‌ها,O
26571,در,O
26572,بهشت,O
26573,را,O
26574,به,O
26575,همین,O
26576,خاطر,O
26577,تهیه,O
26578,و,O
26579,اجرا,O
26580,کرد,O
26581,.,O
26582,از,O
26583,دیگر,O
26584,فعالیت‌های,O
26585,او,O
26586,در,B-DAT
26587,دهه,I-DAT
26588,۹۰,I-DAT
26589,را,O
26590,می‌توان,O
26591,به,O
26592,اجرای,O
26593,دو,O
26594,کنسرت,O
26595,تاریخی,O
26596,به,O
26597,نامهای,O
26598,۲۴,B-DAT
26599,شب,I-DAT
26600,و,O
26601,Unplugged,O
26602,اشاره,O
26603,کرد,O
26604,.,O
26605,دهه,B-DAT
26606,۲۰۰۰,I-DAT
26607,هم,O
26608,موج,O
26609,دیگری,O
26610,از,O
26611,فعالیت‌های,O
26612,مختلف,O
26613,کلپتون,O
26614,را,O
26615,به,O
26616,خود,O
26617,دید,O
26618,.,O
26619,آلبوم,O
26620,سال,B-DAT
26621,۲۰۰۴,I-DAT
26622,او,O
26623,بهنام,O
26624,"""",O
26625,من,O
26626,و,O
26627,آقای,O
26628,جانسون,O
26629,"""",O
26630,است,O
26631,.,O
26632,در,O
26633,این,O
26634,آلبوم,O
26635,او,O
26636,کارهای,O
26637,رابرت,B-PER
26638,جانسون,I-PER
26639,را,O
26640,کاور,O
26641,کرده,O
26642,که,O
26643,با,O
26644,استقبال,O
26645,عمومی,O
26646,مواجه,O
26647,شد,O
26648,.,O
26649,اریک,B-PER
26650,کلپتون,I-PER
26651,تنها,O
26652,کسی,O
26653,است,O
26654,که,O
26655,نامش,O
26656,سه,O
26657,بار,O
26658,در,O
26659,تالار,O
26660,افتخارات,O
26661,راک,O
26662,اند,O
26663,رول,O
26664,ثبت‌شده,O
26665,.,O
26666,او,O
26667,از,O
26668,نوجوانی,O
26669,نواختن,O
26670,ترانه‌های,O
26671,رابرت,B-PER
26672,جانسون,I-PER
26673,را,O
26674,با,O
26675,گوش,O
26676,دادن,O
26677,مکرر,O
26678,،,O
26679,فراگرفته,O
26680,بود,O
26681,.,O
26682,J,O
26683,روانه,O
26684,بازار,O
26685,شد,O
26686,که,O
26687,در,O
26688,آن,O
26689,،,O
26690,کلپتون,O
26691,همراه,O
26692,با,O
26693,گروه,O
26694,خود,O
26695,،,O
26696,ترانه‌های,O
26697,رابرت,B-PER
26698,جانسون,I-PER
26699,را,O
26700,با,O
26701,تنظیمات,O
26702,مختلف,O
26703,اجرا,O
26704,کرده‌اند,O
26705,.,O
26706,مجله,O
26707,رولینگ,O
26708,استون,O
26709,در,B-DAT
26710,سال,I-DAT
26711,۲۰۰۳,I-DAT
26712,و,O
26713,در,O
26714,رده‌بندی,O
26715,۱۰۰,O
26716,گیتاریست,O
26717,برتر,O
26718,تمامی,O
26719,دوران,O
26720,،,O
26721,اریک,B-PER
26722,کلپتن,I-PER
26723,را,O
26724,در,O
26725,رتبه,O
26726,دوم,O
26727,قرار‌داد,O
26728,.,O
26729,آلبرت,B-PER
26730,اینشتین,I-PER
26731,(,O
26732,زاده,O
26733,۱۴,B-DAT
26734,مارس,I-DAT
26735,۱۸۷۹,I-DAT
26736,درگذشته,I-DAT
26737,۱۸,I-DAT
26738,آوریل,I-DAT
26739,۱۹۵۵,I-DAT
26740,) (,O
26741,به,O
26742,آلمانی,O
26743,آینشتاین,O
26744,و,O
26745,زبان,O
26746,انگلیسی,O
26747,آینستاین,O
26748,http,O
26749,://,O
26750,www.oxfordlearnersdictionaries.com/definition/english/albert-einstein,O
26751,و,O
26752,به,O
26753,فارسی,O
26754,انیشتین,O
26755,یا,O
26756,انیشتین,O
26757,),O
26758,فیزیک,O
26759,نظری,O
26760,یهودی,O
26761,الاصل,O
26762,آلمانی‌ها,O
26763,بود,O
26764,.,O
26765,اینشتین,O
26766,جایزه,B-EVE
26767,نوبل,I-EVE
26768,فیزیک,I-EVE
26769,را,O
26770,در,B-DAT
26771,سال,I-DAT
26772,۱۹۲۱,I-DAT
26773,برای,O
26774,خدماتش,O
26775,به,O
26776,فیزیک,O
26777,نظری,O
26778,و,O
26779,به,O
26780,خصوص,O
26781,به,O
26782,خاطر,O
26783,کشف,O
26784,قانون,O
26785,اثر,O
26786,فوتوالکتریک,O
26787,دریافت,O
26788,کرد,O
26789,.,O
26790,آلبرت,B-PER
26791,اینشتین,I-PER
26792,در,B-DAT
26793,۱۴,I-DAT
26794,مارس,I-DAT
26795,۱۸۷۹,I-DAT
26796,میلادی,I-DAT
26797,در,O
26798,شهر,O
26799,اولم,B-LOC
26800,(,O
26801,آلمان,O
26802,),O
26803,واقع,O
26804,در,O
26805,ایالت,O
26806,پادشاهی,O
26807,وورتمبرگ,O
26808,آلمان,B-LOC
26809,در,O
26810,۹۲,O
26811,کیلومتری,O
26812,اشتوتگارت,B-LOC
26813,در,O
26814,خانواده‌ای,O
26815,یهودی,O
26816,به,O
26817,دنیا,O
26818,آمد,O
26819,.,O
26820,اولین,O
26821,رد,O
26822,پای,O
26823,مکتوب,O
26824,این,O
26825,خانواده,O
26826,از,B-DAT
26827,قرن,I-DAT
26828,هفدهم,I-DAT
26829,از,O
26830,مردیست,O
26831,بهنام,O
26832,باروخ,O
26833,موزس,O
26834,آینشتاین,O
26835,که,O
26836,در,O
26837,حوالی,O
26838,دریاچه,B-LOC
26839,کنستانس,I-LOC
26840,زندگی,O
26841,می‌کرده,O
26842,و,O
26843,تاجر,O
26844,اسب,O
26845,و,O
26846,پارچه,O
26847,بوده,O
26848,.,O
26849,اگرچه,O
26850,او,O
26851,از,O
26852,همان,O
26853,ابتدای,O
26854,کار,O
26855,مشق,O
26856,ویولون,O
26857,را,O
26858,دوست,O
26859,نداشت,O
26860,و,O
26861,در‌نهایت,O
26862,نیز,O
26863,آن,O
26864,را,O
26865,کنار,O
26866,گذاشت,O
26867,،,O
26868,اما,O
26869,بعدها,O
26870,آرامش,O
26871,عمیق,O
26872,خود,O
26873,را,O
26874,در,O
26875,سونات,O
26876,ویلون,O
26877,ولفگانگ,B-PER
26878,آمادئوس,I-PER
26879,موتسارت,I-PER
26880,بدست,O
26881,می‌آورد,O
26882,.,O
26883,اینشتین,O
26884,را,O
26885,با,O
26886,مهم‌ترین,O
26887,متون,O
26888,علمی,O
26889,و,O
26890,فلسفی,O
26891,آشنا,O
26892,کرد,O
26893,،,O
26894,که,O
26895,از‌جمله,O
26896,آن‌ها,O
26897,می‌توان,O
26898,به,O
26899,نقد,O
26900,خرد,O
26901,ناب,O
26902,از,O
26903,امانوئل,B-PER
26904,کانت,I-PER
26905,اشاره,O
26906,کرد,O
26907,.,O
26908,آلبرت,O
26909,برای,O
26910,تمام,O
26911,کردن,O
26912,درس‌هایش,O
26913,،,O
26914,در,O
26915,مدرسه,B-LOC
26916,شبانه‌روزی,I-LOC
26917,مونیخ,O
26918,ماند,O
26919,و,O
26920,پس‌ازآنکه,O
26921,تنها,O
26922,توانست,O
26923,یک,O
26924,ترم,O
26925,را,O
26926,تمام,O
26927,کند,O
26928,.,O
26929,در,B-DAT
26930,بهار,I-DAT
26931,سال,I-DAT
26932,۱۸۹۵,I-DAT
26933,دبیرستان,O
26934,را,O
26935,رها,O
26936,کرده,O
26937,و,O
26938,برای,O
26939,پیوستن,O
26940,به,O
26941,خانواده‌اش,O
26942,رهسپار,O
26943,پریوا,O
26944,شد,O
26945,.,O
26946,در,O
26947,همان,O
26948,سال,B-DAT
26949,یعنی,O
26950,در,O
26951,سن,O
26952,۱۶,B-DAT
26953,سالگی,I-DAT
26954,،,O
26955,او,O
26956,آزمایش,O
26957,ذهنی,O
26958,که,O
26959,به,O
26960,آیینه,O
26961,آلبرت,B-PER
26962,اینشتین,I-PER
26963,شهرت,O
26964,دارد,O
26965,را,O
26966,انجام,O
26967,داد,O
26968,.,O
26969,8C.D8.AF,O
26970,را,O
26971,ببینید,O
26972,),O
26973,پس‌از‌آن,O
26974,خانواده‌اش,O
26975,او,O
26976,را,O
26977,به,O
26978,کانتون,B-LOC
26979,آرگاو,I-LOC
26980,در,O
26981,سوییس,B-LOC
26982,فرستادند,O
26983,تا,O
26984,تحصیلاتش,O
26985,را,O
26986,در,O
26987,آنجا,O
26988,به,O
26989,اتمام,O
26990,برساند,O
26991,.,O
26992,پس‌از‌آن,O
26993,دیگر,O
26994,معلوم,O
26995,بود,O
26996,که,O
26997,آلبرت,O
26998,آنگونه,O
26999,که,O
27000,پدرش,O
27001,می‌خواست,O
27002,مهندسی,B-PER
27003,الکترونیک,I-PER
27004,نخواهد,O
27005,شد,O
27006,.,O
27007,او,O
27008,در,O
27009,آنجا,O
27010,به,O
27011,مطالعه,O
27012,الکترومغناطیس,O
27013,کلاسیک,O
27014,مشغول,O
27015,شد,O
27016,و,O
27017,در,B-DAT
27018,سال,I-DAT
27019,۱۸۹۶,I-DAT
27020,دیپلم,O
27021,خود,O
27022,را,O
27023,دریافت,O
27024,کرد,O
27025,.,O
27026,او,O
27027,در,O
27028,همان,O
27029,سال,B-DAT
27030,شهروندی,O
27031,خود,O
27032,در,O
27033,ورتمبرگ,B-LOC
27034,را,O
27035,لغو,O
27036,کرد,O
27037,.,O
27038,در,B-DAT
27039,طی,I-DAT
27040,سالهای,I-DAT
27041,بعد,I-DAT
27042,رابطه,O
27043,ماریخ,O
27044,با,O
27045,اینشتین,O
27046,به,O
27047,یک,O
27048,رابطه,O
27049,عاشقانه,O
27050,تبدیل,O
27051,شد,O
27052,،,O
27053,هرچند,O
27054,که,O
27055,مادر,O
27056,اینشتین,O
27057,به,O
27058,خاطر,O
27059,غیر,O
27060,یهودی,O
27061,بودن,O
27062,،,O
27063,سن,O
27064,بالا,O
27065,و,O
27066,نقص,O
27067,جسمانی,O
27068,ماریخ,O
27069,،,O
27070,به,O
27071,شدت,O
27072,با,O
27073,رابطه,O
27074,آن‌ها,O
27075,مخالف,O
27076,بود,O
27077,.,O
27078,اینشتین,O
27079,در,B-DAT
27080,سال,I-DAT
27081,۱۹۰۳,I-DAT
27082,با,O
27083,میلوا,O
27084,ماریچ,O
27085,(,O
27086,Mileva,O
27087,Marić,O
27088,)،,O
27089,ازدواج,O
